state_name,state_abbr,county_name,state_fips,county_fips,year,unemployment_rate
Alabama,AL,Baldwin,1,3,2022,2.2
Alabama,AL,Baldwin,1,3,2023,2.2
Alabama,AL,Baldwin,1,3,2024,2.7
Alabama,AL,Barbour,1,5,1990,7.9
Alabama,AL,Barbour,1,5,1991,8.7
Alabama,AL,Barbour,1,5,1992,10.7
Alabama,AL,Barbour,1,5,1993,10
Alabama,AL,Barbour,1,5,1994,6.4
Alabama,AL,Barbour,1,5,1995,8.2
Alabama,AL,Barbour,1,5,1996,9.5
Alabama,AL,Barbour,1,5,1997,7.3
Alabama,AL,Barbour,1,5,1998,5
Alabama,AL,Barbour,1,5,1999,4.8
Alabama,AL,Barbour,1,5,2000,5.6
Alabama,AL,Barbour,1,5,2001,7.5
Alabama,AL,Barbour,1,5,2002,7.7
Alabama,AL,Barbour,1,5,2003,7
Alabama,AL,Barbour,1,5,2004,7.1
Alabama,AL,Barbour,1,5,2005,5.8
Alabama,AL,Barbour,1,5,2006,5.7
Alabama,AL,Barbour,1,5,2007,6.4
Alabama,AL,Barbour,1,5,2008,9.2
Alabama,AL,Barbour,1,5,2009,12.7
Alabama,AL,Barbour,1,5,2010,12.1
Alabama,AL,Barbour,1,5,2011,11.4
Alabama,AL,Barbour,1,5,2012,11.8
Alabama,AL,Barbour,1,5,2013,10.4
Alabama,AL,Barbour,1,5,2014,10.5
Alabama,AL,Barbour,1,5,2015,8.9
Alabama,AL,Barbour,1,5,2016,7.5
Alabama,AL,Barbour,1,5,2017,5.4
Alabama,AL,Barbour,1,5,2018,4.7
Alabama,AL,Barbour,1,5,2019,3.7
Alabama,AL,Barbour,1,5,2020,7
Alabama,AL,Barbour,1,5,2021,5.1
Alabama,AL,Barbour,1,5,2022,3.6
Alabama,AL,Barbour,1,5,2023,4
Alabama,AL,Barbour,1,5,2024,4.3
Alabama,AL,Bibb,1,7,1990,9.2
Alabama,AL,Bibb,1,7,1991,11.7
Alabama,AL,Bibb,1,7,1992,11
Alabama,AL,Bibb,1,7,1993,11.5
Alabama,AL,Bibb,1,7,1994,7.7
Alabama,AL,Bibb,1,7,1995,6.5
Alabama,AL,Bibb,1,7,1996,7.1
Alabama,AL,Bibb,1,7,1997,7.4
Alabama,AL,Bibb,1,7,1998,7.2
Alabama,AL,Bibb,1,7,1999,6.8
Alabama,AL,Bibb,1,7,2000,5.4
Alabama,AL,Bibb,1,7,2001,6.7
Alabama,AL,Bibb,1,7,2002,6.9
Alabama,AL,Bibb,1,7,2003,5.9
Alabama,AL,Bibb,1,7,2004,5.4
Alabama,AL,Bibb,1,7,2005,4.5
Alabama,AL,Bibb,1,7,2006,4.2
Alabama,AL,Bibb,1,7,2007,4.2
Alabama,AL,Bibb,1,7,2008,6.1
Alabama,AL,Bibb,1,7,2009,11.7
Alabama,AL,Bibb,1,7,2010,11.2
Alabama,AL,Bibb,1,7,2011,10.4
Alabama,AL,Bibb,1,7,2012,8.8
Alabama,AL,Bibb,1,7,2013,8.1
Alabama,AL,Bibb,1,7,2014,7.2
Alabama,AL,Bibb,1,7,2015,6.6
Alabama,AL,Bibb,1,7,2016,6.3
Alabama,AL,Bibb,1,7,2017,4.4
Alabama,AL,Bibb,1,7,2018,3.9
Alabama,AL,Bibb,1,7,2019,3.2
Alabama,AL,Bibb,1,7,2020,7.2
Alabama,AL,Bibb,1,7,2021,3.4
Alabama,AL,Bibb,1,7,2022,2.4
Alabama,AL,Bibb,1,7,2023,2.4
Alabama,AL,Bibb,1,7,2024,3
Alabama,AL,Blount,1,9,1990,6.4
Alabama,AL,Blount,1,9,1991,5.7
Alabama,AL,Blount,1,9,1992,6.2
Alabama,AL,Blount,1,9,1993,5.3
Alabama,AL,Blount,1,9,1994,4.2
Alabama,AL,Blount,1,9,1995,4.4
Alabama,AL,Blount,1,9,1996,3.3
Alabama,AL,Blount,1,9,1997,3
Alabama,AL,Blount,1,9,1998,3.3
Alabama,AL,Blount,1,9,1999,2.8
Alabama,AL,Blount,1,9,2000,3.5
Alabama,AL,Blount,1,9,2001,3.6
Alabama,AL,Blount,1,9,2002,5.4
Alabama,AL,Blount,1,9,2003,4.6
Alabama,AL,Blount,1,9,2004,4.1
Alabama,AL,Blount,1,9,2005,3.6
Alabama,AL,Blount,1,9,2006,3.2
Alabama,AL,Blount,1,9,2007,3.3
Alabama,AL,Blount,1,9,2008,4.9
Alabama,AL,Blount,1,9,2009,8.8
Alabama,AL,Blount,1,9,2010,9.7
Alabama,AL,Blount,1,9,2011,8.6
Alabama,AL,Blount,1,9,2012,7.1
Alabama,AL,Blount,1,9,2013,6.4
Alabama,AL,Blount,1,9,2014,6.1
Alabama,AL,Blount,1,9,2015,5.4
Alabama,AL,Blount,1,9,2016,5.2
Alabama,AL,Blount,1,9,2017,4
Alabama,AL,Blount,1,9,2018,3.4
Alabama,AL,Blount,1,9,2019,2.8
Alabama,AL,Blount,1,9,2020,4.4
Alabama,AL,Blount,1,9,2021,2.3
Alabama,AL,Blount,1,9,2022,2.1
Alabama,AL,Blount,1,9,2023,2
Alabama,AL,Blount,1,9,2024,2.7
Alabama,AL,Bullock,1,11,1990,12.5
Alabama,AL,Bullock,1,11,1991,18.7
Alabama,AL,Bullock,1,11,1992,14.9
Alabama,AL,Bullock,1,11,1993,14.7
Alabama,AL,Bullock,1,11,1994,14.4
Alabama,AL,Bullock,1,11,1995,16.6
Alabama,AL,Bullock,1,11,1996,14.6
Alabama,AL,Bullock,1,11,1997,10.3
Alabama,AL,Bullock,1,11,1998,10.6
Alabama,AL,Bullock,1,11,1999,10
Alabama,AL,Bullock,1,11,2000,8.6
Alabama,AL,Bullock,1,11,2001,9.9
Alabama,AL,Bullock,1,11,2002,10.1
Alabama,AL,Bullock,1,11,2003,10.9
Alabama,AL,Bullock,1,11,2004,11.4
Alabama,AL,Bullock,1,11,2005,9.4
Alabama,AL,Bullock,1,11,2006,8.8
Alabama,AL,Bullock,1,11,2007,9.6
Alabama,AL,Bullock,1,11,2008,11
Alabama,AL,Bullock,1,11,2009,13.9
Alabama,AL,Bullock,1,11,2010,11.6
Alabama,AL,Bullock,1,11,2011,11.5
Alabama,AL,Bullock,1,11,2012,10.6
Alabama,AL,Bullock,1,11,2013,9.5
Alabama,AL,Bullock,1,11,2014,8.8
Alabama,AL,Bullock,1,11,2015,7.9
Alabama,AL,Bullock,1,11,2016,7.6
Alabama,AL,Bullock,1,11,2017,5.7
Alabama,AL,Bullock,1,11,2018,5.3
Alabama,AL,Bullock,1,11,2019,4.4
Alabama,AL,Bullock,1,11,2020,6.8
Alabama,AL,Bullock,1,11,2021,4.4
Alabama,AL,Bullock,1,11,2022,3.1
Alabama,AL,Bullock,1,11,2023,2.6
Alabama,AL,Bullock,1,11,2024,3.7
Alabama,AL,Butler,1,13,1990,12.9
Alabama,AL,Butler,1,13,1991,12
Alabama,AL,Butler,1,13,1992,12.1
Alabama,AL,Butler,1,13,1993,10.8
Alabama,AL,Butler,1,13,1994,9
Alabama,AL,Butler,1,13,1995,8.4
Alabama,AL,Butler,1,13,1996,9.2
Alabama,AL,Butler,1,13,1997,9.8
Alabama,AL,Butler,1,13,1998,11.1
Alabama,AL,Butler,1,13,1999,13.6
Alabama,AL,Butler,1,13,2000,7.9
Alabama,AL,Butler,1,13,2001,7.5
Alabama,AL,Butler,1,13,2002,7.8
Alabama,AL,Butler,1,13,2003,8.6
Alabama,AL,Butler,1,13,2004,9.3
Alabama,AL,Butler,1,13,2005,6.4
Alabama,AL,Butler,1,13,2006,5.7
Alabama,AL,Butler,1,13,2007,6.3
Alabama,AL,Butler,1,13,2008,8.9
Alabama,AL,Butler,1,13,2009,14.6
Alabama,AL,Butler,1,13,2010,13.4
Alabama,AL,Butler,1,13,2011,12.3
Alabama,AL,Butler,1,13,2012,11.8
Alabama,AL,Butler,1,13,2013,10.5
Alabama,AL,Butler,1,13,2014,8.5
Alabama,AL,Butler,1,13,2015,7.6
Alabama,AL,Butler,1,13,2016,7.4
Alabama,AL,Butler,1,13,2017,6.1
Alabama,AL,Butler,1,13,2018,5.1
Alabama,AL,Butler,1,13,2019,4.2
Alabama,AL,Butler,1,13,2020,10.3
Alabama,AL,Butler,1,13,2021,5.6
Alabama,AL,Butler,1,13,2022,3.5
Alabama,AL,Butler,1,13,2023,3
Alabama,AL,Butler,1,13,2024,3.9
Alabama,AL,Calhoun,1,15,1990,7.2
Alabama,AL,Calhoun,1,15,1991,7.6
Alabama,AL,Calhoun,1,15,1992,8.9
Alabama,AL,Calhoun,1,15,1993,8.6
Alabama,AL,Calhoun,1,15,1994,7.8
Alabama,AL,Calhoun,1,15,1995,7.8
Alabama,AL,Calhoun,1,15,1996,6.2
Alabama,AL,Calhoun,1,15,1997,5.5
Alabama,AL,Calhoun,1,15,1998,4.8
Alabama,AL,Calhoun,1,15,1999,5.1
Alabama,AL,Calhoun,1,15,2000,5.1
Alabama,AL,Calhoun,1,15,2001,5.5
Alabama,AL,Calhoun,1,15,2002,5.9
Alabama,AL,Calhoun,1,15,2003,5.9
Alabama,AL,Calhoun,1,15,2004,5.4
Alabama,AL,Calhoun,1,15,2005,4.5
Alabama,AL,Calhoun,1,15,2006,4
Alabama,AL,Calhoun,1,15,2007,4
Alabama,AL,Calhoun,1,15,2008,5.9
Alabama,AL,Calhoun,1,15,2009,9.8
Alabama,AL,Calhoun,1,15,2010,11.2
Alabama,AL,Calhoun,1,15,2011,10.3
Alabama,AL,Calhoun,1,15,2012,9.1
Alabama,AL,Calhoun,1,15,2013,9
Alabama,AL,Calhoun,1,15,2014,8
Alabama,AL,Calhoun,1,15,2015,7
Alabama,AL,Calhoun,1,15,2016,6.1
Alabama,AL,Calhoun,1,15,2017,4.8
Alabama,AL,Calhoun,1,15,2018,4.3
Alabama,AL,Calhoun,1,15,2019,3.5
Alabama,AL,Calhoun,1,15,2020,7.2
Alabama,AL,Calhoun,1,15,2021,3.7
Alabama,AL,Calhoun,1,15,2022,2.7
Alabama,AL,Calhoun,1,15,2023,2.6
Alabama,AL,Calhoun,1,15,2024,3.2
Alabama,AL,Chambers,1,17,1990,7.2
Alabama,AL,Chambers,1,17,1991,9.9
Alabama,AL,Chambers,1,17,1992,7.9
Alabama,AL,Chambers,1,17,1993,9.5
Alabama,AL,Chambers,1,17,1994,8.2
Alabama,AL,Chambers,1,17,1995,7.3
Alabama,AL,Chambers,1,17,1996,5.1
Alabama,AL,Chambers,1,17,1997,4.6
Alabama,AL,Chambers,1,17,1998,4.3
Alabama,AL,Chambers,1,17,1999,4.7
Alabama,AL,Chambers,1,17,2000,4.5
Alabama,AL,Chambers,1,17,2001,5.4
Alabama,AL,Chambers,1,17,2002,6.7
Alabama,AL,Chambers,1,17,2003,6.4
Alabama,AL,Chambers,1,17,2004,6.9
Alabama,AL,Chambers,1,17,2005,5.7
Alabama,AL,Chambers,1,17,2006,5.8
Alabama,AL,Chambers,1,17,2007,6.6
Alabama,AL,Chambers,1,17,2008,15
Alabama,AL,Chambers,1,17,2009,17.5
Alabama,AL,Chambers,1,17,2010,14.6
Alabama,AL,Chambers,1,17,2011,11.8
Alabama,AL,Chambers,1,17,2012,10.1
Alabama,AL,Chambers,1,17,2013,8.1
Alabama,AL,Chambers,1,17,2014,6.7
Alabama,AL,Chambers,1,17,2015,6.1
Alabama,AL,Chambers,1,17,2016,5.4
Alabama,AL,Chambers,1,17,2017,4.2
Alabama,AL,Chambers,1,17,2018,3.9
Alabama,AL,Chambers,1,17,2019,3.1
Alabama,AL,Chambers,1,17,2020,7.3
Alabama,AL,Chambers,1,17,2021,3.3
Alabama,AL,Chambers,1,17,2022,2.3
Alabama,AL,Chambers,1,17,2023,2.2
Alabama,AL,Chambers,1,17,2024,2.8
Alabama,AL,Cherokee,1,19,1990,9.9
Alabama,AL,Cherokee,1,19,1991,8.5
Alabama,AL,Cherokee,1,19,1992,7.1
Alabama,AL,Cherokee,1,19,1993,6.2
Alabama,AL,Cherokee,1,19,1994,6.2
Alabama,AL,Cherokee,1,19,1995,6.2
Alabama,AL,Cherokee,1,19,1996,4.4
Alabama,AL,Cherokee,1,19,1997,4.1
Alabama,AL,Cherokee,1,19,1998,4.4
Alabama,AL,Cherokee,1,19,1999,4.9
Alabama,AL,Cherokee,1,19,2000,4.6
Alabama,AL,Cherokee,1,19,2001,4.6
Alabama,AL,Cherokee,1,19,2002,4.7
Alabama,AL,Cherokee,1,19,2003,4.9
Alabama,AL,Cherokee,1,19,2004,4.7
Alabama,AL,Cherokee,1,19,2005,4.3
Alabama,AL,Cherokee,1,19,2006,4.2
Alabama,AL,Cherokee,1,19,2007,4.3
Alabama,AL,Cherokee,1,19,2008,6
Alabama,AL,Cherokee,1,19,2009,10.3
Alabama,AL,Cherokee,1,19,2010,10.4
Alabama,AL,Cherokee,1,19,2011,9.6
Alabama,AL,Cherokee,1,19,2012,8.2
Alabama,AL,Cherokee,1,19,2013,6.7
Alabama,AL,Cherokee,1,19,2014,5.8
Alabama,AL,Cherokee,1,19,2015,5.5
Alabama,AL,Cherokee,1,19,2016,5.6
Alabama,AL,Cherokee,1,19,2017,4.6
Alabama,AL,Cherokee,1,19,2018,3.9
Alabama,AL,Cherokee,1,19,2019,3.4
Alabama,AL,Cherokee,1,19,2020,5.7
Alabama,AL,Cherokee,1,19,2021,2.8
Alabama,AL,Cherokee,1,19,2022,2.5
Alabama,AL,Cherokee,1,19,2023,2.6
Alabama,AL,Cherokee,1,19,2024,3.1
Alabama,AL,Chilton,1,21,1990,9
Alabama,AL,Chilton,1,21,1991,9.9
Alabama,AL,Chilton,1,21,1992,10
Alabama,AL,Chilton,1,21,1993,8.8
Alabama,AL,Chilton,1,21,1994,6.9
Alabama,AL,Chilton,1,21,1995,6.2
Alabama,AL,Chilton,1,21,1996,4.8
Alabama,AL,Chilton,1,21,1997,4.9
Alabama,AL,Chilton,1,21,1998,4.6
Alabama,AL,Chilton,1,21,1999,3.8
Alabama,AL,Chilton,1,21,2000,4.3
Alabama,AL,Chilton,1,21,2001,4.8
Alabama,AL,Chilton,1,21,2002,5.1
Alabama,AL,Chilton,1,21,2003,5
Alabama,AL,Chilton,1,21,2004,4.6
Alabama,AL,Chilton,1,21,2005,3.9
Alabama,AL,Chilton,1,21,2006,3.6
Alabama,AL,Chilton,1,21,2007,3.5
Alabama,AL,Chilton,1,21,2008,5.3
Alabama,AL,Chilton,1,21,2009,9.4
Alabama,AL,Chilton,1,21,2010,10.1
Alabama,AL,Chilton,1,21,2011,9.1
Alabama,AL,Chilton,1,21,2012,7.4
Alabama,AL,Chilton,1,21,2013,6.7
Alabama,AL,Chilton,1,21,2014,6.2
Alabama,AL,Chilton,1,21,2015,5.7
Alabama,AL,Chilton,1,21,2016,5.6
Alabama,AL,Chilton,1,21,2017,4.3
Alabama,AL,Chilton,1,21,2018,3.7
Alabama,AL,Chilton,1,21,2019,3
Alabama,AL,Chilton,1,21,2020,5.7
Alabama,AL,Chilton,1,21,2021,2.9
Alabama,AL,Chilton,1,21,2022,2.3
Alabama,AL,Chilton,1,21,2023,2.2
Alabama,AL,Chilton,1,21,2024,2.8
Alabama,AL,Choctaw,1,23,1990,12.6
Alabama,AL,Choctaw,1,23,1991,10.4
Alabama,AL,Choctaw,1,23,1992,11.4
Alabama,AL,Choctaw,1,23,1993,14.1
Alabama,AL,Choctaw,1,23,1994,11.2
Alabama,AL,Choctaw,1,23,1995,10.2
Alabama,AL,Choctaw,1,23,1996,13.9
Alabama,AL,Choctaw,1,23,1997,14.5
Alabama,AL,Choctaw,1,23,1998,11.4
Alabama,AL,Choctaw,1,23,1999,9.2
Alabama,AL,Choctaw,1,23,2000,6.6
Alabama,AL,Choctaw,1,23,2001,7.1
Alabama,AL,Choctaw,1,23,2002,8.8
Alabama,AL,Choctaw,1,23,2003,9.9
Alabama,AL,Choctaw,1,23,2004,8.5
Alabama,AL,Choctaw,1,23,2005,6.5
Alabama,AL,Choctaw,1,23,2006,5.6
Alabama,AL,Choctaw,1,23,2007,6.1
Alabama,AL,Choctaw,1,23,2008,8.7
Alabama,AL,Choctaw,1,23,2009,11.9
Alabama,AL,Choctaw,1,23,2010,13
Alabama,AL,Choctaw,1,23,2011,13
Alabama,AL,Choctaw,1,23,2012,10.6
Alabama,AL,Choctaw,1,23,2013,9.4
Alabama,AL,Choctaw,1,23,2014,9
Alabama,AL,Choctaw,1,23,2015,9.1
Alabama,AL,Choctaw,1,23,2016,8.2
Alabama,AL,Choctaw,1,23,2017,6.3
Alabama,AL,Choctaw,1,23,2018,5.4
Alabama,AL,Choctaw,1,23,2019,4.9
Alabama,AL,Choctaw,1,23,2020,7.2
Alabama,AL,Choctaw,1,23,2021,4.2
Alabama,AL,Choctaw,1,23,2022,3.6
Alabama,AL,Choctaw,1,23,2023,3.8
Alabama,AL,Choctaw,1,23,2024,4.5
Alabama,AL,Clarke,1,25,1990,8.2
Alabama,AL,Clarke,1,25,1991,9.4
Alabama,AL,Clarke,1,25,1992,12.9
Alabama,AL,Clarke,1,25,1993,11.8
Alabama,AL,Clarke,1,25,1994,9.1
Alabama,AL,Clarke,1,25,1995,10.2
Alabama,AL,Clarke,1,25,1996,8.9
Alabama,AL,Clarke,1,25,1997,9.8
Alabama,AL,Clarke,1,25,1998,9
Alabama,AL,Clarke,1,25,1999,8.6
Alabama,AL,Clarke,1,25,2000,7.4
Alabama,AL,Clarke,1,25,2001,9.8
Alabama,AL,Clarke,1,25,2002,9
Alabama,AL,Clarke,1,25,2003,8.5
Alabama,AL,Clarke,1,25,2004,8.8
Alabama,AL,Clarke,1,25,2005,6.4
Alabama,AL,Clarke,1,25,2006,6.2
Alabama,AL,Clarke,1,25,2007,6.2
Alabama,AL,Clarke,1,25,2008,9.4
Alabama,AL,Clarke,1,25,2009,14.7
Alabama,AL,Clarke,1,25,2010,19.5
Alabama,AL,Clarke,1,25,2011,18.6
Alabama,AL,Clarke,1,25,2012,15.4
Alabama,AL,Clarke,1,25,2013,14
Alabama,AL,Clarke,1,25,2014,12.1
Alabama,AL,Clarke,1,25,2015,11.7
Alabama,AL,Clarke,1,25,2016,9.6
Alabama,AL,Clarke,1,25,2017,7.7
Alabama,AL,Clarke,1,25,2018,6.6
Alabama,AL,Clarke,1,25,2019,5.4
Alabama,AL,Clarke,1,25,2020,8.8
Alabama,AL,Clarke,1,25,2021,5.2
Alabama,AL,Clarke,1,25,2022,4.2
Alabama,AL,Clarke,1,25,2023,4.3
Alabama,AL,Clarke,1,25,2024,5.2
Alabama,AL,Clay,1,27,1990,7.1
Alabama,AL,Clay,1,27,1991,9.6
Alabama,AL,Clay,1,27,1992,6.8
Alabama,AL,Clay,1,27,1993,10.3
Alabama,AL,Clay,1,27,1994,5.7
Alabama,AL,Clay,1,27,1995,5.5
Alabama,AL,Clay,1,27,1996,4.9
Alabama,AL,Clay,1,27,1997,4.5
Alabama,AL,Clay,1,27,1998,3.7
Alabama,AL,Clay,1,27,1999,5.4
Alabama,AL,Clay,1,27,2000,6.2
Alabama,AL,Clay,1,27,2001,6.1
Alabama,AL,Clay,1,27,2002,6.2
Alabama,AL,Clay,1,27,2003,7.2
Alabama,AL,Clay,1,27,2004,6.3
Alabama,AL,Clay,1,27,2005,4.9
Alabama,AL,Clay,1,27,2006,4.5
Alabama,AL,Clay,1,27,2007,5.7
Alabama,AL,Clay,1,27,2008,8.3
Alabama,AL,Clay,1,27,2009,14.8
Alabama,AL,Clay,1,27,2010,14.1
Alabama,AL,Clay,1,27,2011,11.7
Alabama,AL,Clay,1,27,2012,9.6
Alabama,AL,Clay,1,27,2013,8.5
Alabama,AL,Clay,1,27,2014,7.1
Alabama,AL,Clay,1,27,2015,6.1
Alabama,AL,Clay,1,27,2016,6.1
Alabama,AL,Clay,1,27,2017,4.6
Alabama,AL,Clay,1,27,2018,4
Alabama,AL,Clay,1,27,2019,3.3
Alabama,AL,Clay,1,27,2020,4.6
Alabama,AL,Clay,1,27,2021,2.8
Alabama,AL,Clay,1,27,2022,2.3
Alabama,AL,Clay,1,27,2023,2.4
Alabama,AL,Clay,1,27,2024,3
Alabama,AL,Cleburne,1,29,1990,6.6
Alabama,AL,Cleburne,1,29,1991,7.2
Alabama,AL,Cleburne,1,29,1992,6.5
Alabama,AL,Cleburne,1,29,1993,6.6
Alabama,AL,Cleburne,1,29,1994,4.3
Alabama,AL,Cleburne,1,29,1995,5.5
Alabama,AL,Cleburne,1,29,1996,4.4
Alabama,AL,Cleburne,1,29,1997,3.5
Alabama,AL,Cleburne,1,29,1998,3.8
Alabama,AL,Cleburne,1,29,1999,4.3
Alabama,AL,Cleburne,1,29,2000,4.1
Alabama,AL,Cleburne,1,29,2001,5.3
Alabama,AL,Cleburne,1,29,2002,5
Alabama,AL,Cleburne,1,29,2003,6
Alabama,AL,Cleburne,1,29,2004,5.2
Alabama,AL,Cleburne,1,29,2005,3.9
Alabama,AL,Cleburne,1,29,2006,3.5
Alabama,AL,Cleburne,1,29,2007,3.7
Alabama,AL,Cleburne,1,29,2008,5.3
Alabama,AL,Cleburne,1,29,2009,9
Alabama,AL,Cleburne,1,29,2010,9.8
Alabama,AL,Cleburne,1,29,2011,9.6
Alabama,AL,Cleburne,1,29,2012,8.4
Alabama,AL,Cleburne,1,29,2013,7.8
Alabama,AL,Cleburne,1,29,2014,6.6
Alabama,AL,Cleburne,1,29,2015,6
Alabama,AL,Cleburne,1,29,2016,5.9
Alabama,AL,Cleburne,1,29,2017,4.6
Alabama,AL,Cleburne,1,29,2018,4.2
Alabama,AL,Cleburne,1,29,2019,3.3
Alabama,AL,Cleburne,1,29,2020,5
Alabama,AL,Cleburne,1,29,2021,2.5
Alabama,AL,Cleburne,1,29,2022,2.3
Alabama,AL,Cleburne,1,29,2023,2.2
Alabama,AL,Cleburne,1,29,2024,2.8
Alabama,AL,Coffee,1,31,1990,6.3
Alabama,AL,Coffee,1,31,1991,6.4
Alabama,AL,Coffee,1,31,1992,6
Alabama,AL,Coffee,1,31,1993,6
Alabama,AL,Coffee,1,31,1994,4.9
Alabama,AL,Coffee,1,31,1995,4.4
Alabama,AL,Coffee,1,31,1996,5
Alabama,AL,Coffee,1,31,1997,4
Alabama,AL,Coffee,1,31,1998,4.1
Alabama,AL,Coffee,1,31,1999,4.7
Alabama,AL,Coffee,1,31,2000,5.9
Alabama,AL,Coffee,1,31,2001,6.2
Alabama,AL,Coffee,1,31,2002,5.2
Alabama,AL,Coffee,1,31,2003,5.4
Alabama,AL,Coffee,1,31,2004,5.3
Alabama,AL,Coffee,1,31,2005,3.9
Alabama,AL,Coffee,1,31,2006,3.7
Alabama,AL,Coffee,1,31,2007,3.9
Alabama,AL,Coffee,1,31,2008,5.1
Alabama,AL,Coffee,1,31,2009,7.5
Alabama,AL,Coffee,1,31,2010,8.5
Alabama,AL,Coffee,1,31,2011,8.1
Alabama,AL,Coffee,1,31,2012,7.2
Alabama,AL,Coffee,1,31,2013,7
Alabama,AL,Coffee,1,31,2014,6.6
Alabama,AL,Coffee,1,31,2015,6
Alabama,AL,Coffee,1,31,2016,5.5
Alabama,AL,Coffee,1,31,2017,4.2
Alabama,AL,Coffee,1,31,2018,3.7
Alabama,AL,Coffee,1,31,2019,2.9
Alabama,AL,Coffee,1,31,2020,4.5
Alabama,AL,Coffee,1,31,2021,2.6
Alabama,AL,Coffee,1,31,2022,2.3
Alabama,AL,Coffee,1,31,2023,2.3
Alabama,AL,Coffee,1,31,2024,3.1
Alabama,AL,Colbert,1,33,1990,8.1
Alabama,AL,Colbert,1,33,1991,8.9
Alabama,AL,Colbert,1,33,1992,8.7
Alabama,AL,Colbert,1,33,1993,8.3
Alabama,AL,Colbert,1,33,1994,7.6
Alabama,AL,Colbert,1,33,1995,7.1
Alabama,AL,Colbert,1,33,1996,6.9
Alabama,AL,Colbert,1,33,1997,7.1
Alabama,AL,Colbert,1,33,1998,8.1
Alabama,AL,Colbert,1,33,1999,7.1
Alabama,AL,Colbert,1,33,2000,5.6
Alabama,AL,Colbert,1,33,2001,6.9
Alabama,AL,Colbert,1,33,2002,8.3
Alabama,AL,Colbert,1,33,2003,7.4
Alabama,AL,Colbert,1,33,2004,7
Alabama,AL,Colbert,1,33,2005,5.4
Alabama,AL,Colbert,1,33,2006,4.6
Alabama,AL,Colbert,1,33,2007,4.7
Alabama,AL,Colbert,1,33,2008,6.8
Alabama,AL,Colbert,1,33,2009,10.3
Alabama,AL,Colbert,1,33,2010,11.2
